Esperanto,Japanese_Trans,Chinese_Trans,Korean_Trans,Level_JP,Level_CN,Level_JP_Num,Level_JP_Scaled,Unified_Level
krampo,{Ｏ}かすがい; 【化】【理】クランプ; 【印】かっこ; 【植】付着器,U形固定钉；（化/理）夹具，卡子；括号；（植）附着器,고정쇠; (화학·물리) 클램프; 괄호; (식물) 부착기,C,,3.0,8.79,8.79
krizantemo,{Ｏ}【植】キク（の類）（菊）; 《般》菊,菊花,국화꽃,C,,3.0,8.79,8.79
kvereli,"{Ｏ}［自］口論する（喧嘩する）, 口げんかする",争吵,말다툼하다,C,,3.0,8.79,8.79
kvitanci,{Ｂ}［他］【商】領収書を出す; 受領書を出す,开收据；出具收讫或收货凭证,영수증·수령증을 발급하다,C,,3.0,8.79,8.79
lanco,{Ｏ}槍（やり）; 銛（もり）; 【遊】（将棋の）香車,长矛，鱼叉；（将棋）香车,"긴 창, 작살; (쇼기) 향차",C,,3.0,8.79,8.79
lanĉi,"{Ｏ}［他］放つ, 発射する; 世に送り出す; 【海】進水させる; 【情】（プログラムを）起動する, 立ち上げる",发射；推出（新产品）；（海）使下水；（计）启动,발사하다; 출시하다; (해사) 진수시키다; (정보) 프로그램을 실행하다,C,,3.0,8.79,8.79
latino,{Ｂ}ラテン語; 【史】ラテン人（古代イタリアの一種族）,拉丁语；古代拉丁人,라틴어; 고대 라틴인,C,,3.0,8.79,8.79
legendo,"{Ｏ}伝説, 言い伝え",传说,"전설, 옛이야기",C,,3.0,8.79,8.79
liberala,"{Ｏ}寛大な, 偏見のない, リベラルな; 【政】自由主義の",宽容的，不带偏见的；自由主义的,"관대하고 편견이 없는, 자유주의의",C,,3.0,8.79,8.79
lingvistiko,"{Ｂ}言語学, =lingvoscienco",语言学,언어학,C,,3.0,8.79,8.79
lumbo,"{Ｏ}【解】腰, 腰部（背中の下部）, >>〜, >>〜",腰部，腰背下部,"허리, 요부",C,,3.0,8.79,8.79
lupeo,"{Ｂ}ルーペ, 虫めがね",放大镜,돋보기,C,,3.0,8.79,8.79
magio,"{Ｏ}魔術, 魔法, 呪術（じゅじゅつ）; 《転》不思議な力, 魅力",魔术，魔法，巫术；（转）神奇力量,"마술, 마법, 주술; (비유) 신기한 힘, 매력",C,,3.0,8.79,8.79
magneto,"{Ｏ}【理】磁石, マグネット",磁铁,자석,C,,3.0,8.79,8.79
magnetofono,"{Ｏ}【電】テープレコーダー, =sonbendilo",磁带录音机,"테이프 레코더, 녹음기",C,,3.0,8.79,8.79
majonezo,{Ｏ}【料】マヨネーズ,蛋黄酱,마요네즈,C,,3.0,8.79,8.79
majusklo,"{Ｏ}【印】大文字, ><〜",大写字母,대문자,C,,3.0,8.79,8.79
manifestacio,"{Ｏ}【政】デモ, 示威運動, 示威行進, >>parado, >>procesio",示威游行,"정치적 주장을 위한 시위, 데모",C,,3.0,8.79,8.79
manio,"{Ｏ}熱狂（マニア）, 偏執, マニア; 奇癖; 【医】躁状態, 躁病",狂热，偏执；怪癖；（医）躁狂状态,"광적인 집착, 열광; 기벽; (의학) 조증 상태",C,,3.0,8.79,8.79
manuskripto,{Ｏ}原稿; 手書き文書; 写本,原稿，手写文书；抄本,원고; 손으로 쓴 문서; 필사본,C,,3.0,8.79,8.79
masaĝo,{Ｏ}マッサージ,按摩,마사지,C,,3.0,8.79,8.79
masko,"{Ｏ}仮面, 面（めん）, 覆面, マスク; 【写】（覆い焼きの）マスク; 【情】ビットマスク; 《転》（いつわりの）仮面",面具，假面；口罩；（摄影）遮片；（计）位掩码；（转）伪装,"가면, 복면, 마스크; (사진) 마스크; (컴퓨터) 비트 마스크; (비유) 거짓된 겉모습",C,,3.0,8.79,8.79
matĉo,"{Ｂ}【運】試合, >>ludo",比赛,"스포츠 경기, 시합",C,,3.0,8.79,8.79
medio,"{Ｏ}（自然的・社会的）環境; 【理】媒体; 【化】媒質; 【生】培地, 培養基",环境；媒介；（理/化）介质；（生）培养基,"환경; 매개체, 매질; (생물) 배지",C,,3.0,8.79,8.79
mejlo,{Ｏ}【単】マイル（国際マイル=1609m、歴史的に地域差あり）; かなりの距離,英里；（转）相当远的距离,"마일(거리 단위, 약 1.6km); (비유) 꽤 먼 거리",C,,3.0,8.79,8.79
melodio,"{Ｏ}【楽】旋律, 調べ, メロディー",旋律,"멜로디, 선율",C,,3.0,8.79,8.79
merkato,"{Ｏ}【経】市場（しじょう）, 販路; 取引, 売買, >>〜",市场；销路；交易，买卖,"시장(市場); 판로; 거래, 매매",C,,3.0,8.79,8.79
mesaĝo,"{Ｏ}伝言, ことづて, メッセージ; お告げ, 託宣; 教書",口信，消息，信息；神谕，启示；诏书，文告,"메시지, 전갈; 신탁, 계시; 교서",C,,3.0,8.79,8.79
mevo,{Ｏ}【鳥】カモメ（鴎）（科）,海鸥,갈매기,C,,3.0,8.79,8.79
miaŭi,{Ｏ}［自］（猫が）ニャアと鳴く,喵喵叫,고양이가 야옹 울다,C,,3.0,8.79,8.79
mikrofono,{Ｏ}マイクロフォン,麦克风,"마이크로폰, 마이크",C,,3.0,8.79,8.79
minusklo,"{Ｏ}【印】小文字, ><〜",小写字母,소문자,C,,3.0,8.79,8.79
miopa,"{Ｏ}【医】近視の, 近眼の, >>hipermetropa, >>presbiopa; 《転》視野の狭い, 近視眼的な",近视的；（转）目光短浅的,"근시의, 근시안의; (비유) 시야가 좁은",C,,3.0,8.79,8.79
miraklo,{Ｏ}【宗】奇跡; 《転》驚異,奇迹；令人惊异的事,"기적, 놀라운 일",C,,3.0,8.79,8.79
molekulo,{Ｏ}【化】分子,分子,분자,C,,3.0,8.79,8.79
monopolo,"{Ｏ}【経】独占; 専売; 《転》占有, 独り占め",垄断；专卖；（转）独占，独吞,"독점, 전매; (비유) 독차지",C,,3.0,8.79,8.79
motivo,"{Ｏ}動機, 理由, 根拠; 【芸】モチーフ, 主題; 【楽】モチーフ, 動機",动机，理由，依据；[艺/乐] 母题，主题,"동기, 이유, 근거; (예술·음악) 모티프, 주제",C,,3.0,8.79,8.79
mozaiko,{Ｏ}モザイク; 《転》寄せ集め; 【植】モザイク病,马赛克；（转）拼凑体；[植] 花叶病,모자이크; (비유) 잡다한 것의 짜깁기; (식물) 모자이크병,C,,3.0,8.79,8.79
moŝto,"{Ｏ}（高位者への尊称）閣下, 殿下, 陛下",阁下（尊称）,각하·전하·폐하 등 고위자에 대한 존칭,C,,3.0,8.79,8.79
mustardo,"{Ｏ}【料】マスタード, からし",芥末,"겨자, 머스터드",C,,3.0,8.79,8.79
negativa,"{Ｏ}消極的な; 否定的な; （検査で）陰性の; 【電】陰の; 【理】負の, Ｓ極の; 【数】負の; 【写】陰画の; >>〜, ><〜",消极的；否定的；（检测）阴性的；（电/物/数）负的，S极的；（摄影）负片的,"소극적인; 부정적인; (검사) 음성의; (전기) 음의, 음극의; (물리·수학) 음의, S극의; (사진) 음화의",C,,3.0,8.79,8.79
neologismo,"{Ｏ}【Ｇ】新語, =novradiko; 新語法",新词；新语法（新表达法）,신어; 새로운 어법,C,,3.0,8.79,8.79
nepre,"{Ｂ}ぜひ, どうあっても, 必ず; 必然的に",一定，务必；无论如何；必然地,"반드시, 꼭, 기어코; 필연적으로",B,,2.0,5.67,5.67
neta,"{Ｂ}正味の; （汚れやくずのつかない）きれいな, 整った; 清書の",净的；整洁的；誊清的；（商）净额的,"정미의, 순의; 깔끔하고 말끔한; 정서된; (상업) 순액의",C,,3.0,8.79,8.79
neŭtrala,"{Ｏ}中立の, 偏らない, 公平な, >>senpartia",中立的；不偏不倚的；公正的,"중립의, 어느 편에도 치우치지 않는; 공정한",C,,3.0,8.79,8.79
nominativo,"{Ｏ}【Ｇ】主格, 名格, >>〜",[语] 主格,주격(명사의 기본 격),C,,3.0,8.79,8.79
normo,"{Ｏ}基準, 規範; 標準, 規格; 【数】ノルム",标准，规范；基准，规格；（数）范数,"기준, 규범; 표준, 규격; (수학) 노름",C,,3.0,8.79,8.79
novelo,"{Ｏ}小説（短編小説）, 中編小説, >>〜",短篇小说，短篇叙事作品,"단편소설, 중편소설(노벨라)",B,,2.0,5.67,5.67
nuanco,"{Ｏ}微妙な差異, 色合い, ニュアンス",细微差别；色调；语感上的微妙差异,"미묘한 차이, 색조, 뉘앙스",C,,3.0,8.79,8.79
nukleo,"{Ｂ}【理】原子核, =atomkerno; 【生】（細胞）核, =ĉelkerno",核；原子核；（生）细胞核,"핵, 원자핵·세포핵",C,,3.0,8.79,8.79
nulo,"{Ｏ}ゼロ, 零; 《転》無価値なもの, つまらない人",零，零点；（转）无价值的人（或物）,"수로서의 영, 제로; (비유) 무가치한 것, 사람",A,,1.0,2.54,2.54
numeralo,{Ｂ}【Ｇ】数詞,[语] 数词,수사,C,,3.0,8.79,8.79
objektiva,"{Ｏ}客観的な, 実在の, ><〜; 偏りのない, 公正な; 【医】他覚性の",客观的；客观存在的，实在的；公正的；（医）他觉性的,"객관적인, 실재하는; 편견 없는, 공정한; (의학) 타각성의",C,,3.0,8.79,8.79
ofte,"{Ｂ}たびたび, しばしば, 何度も, よく; 多くの場合, たいてい",经常，常常；往往，多半,"자주, 빈번히; 흔히, 대개",A,,1.0,2.54,2.54
operacio,"{Ｂ}【医】手術; 【商】取引, 財務操作; 【数】【情】演算; 【軍】=operaco（作戦）",手术；商业、金融交易；运算；（军）作战行动,수술; 상업·금융 거래; 연산; (군사) 작전,C,,3.0,8.79,8.79
opozicio,"{Ｂ}（政治上の）反対, 対立; 【政】反対派, 野党; 【天】衝（しょう）; 【理】逆位相",反对，对立；反对派，野党；[天] 冲；[理] 逆位相,"정치적 반대, 대립; 반대파, 야당; (천문) 충; (물리) 역위상",C,,3.0,8.79,8.79
orta,{Ｂ}【数】直角の,[数] 直角的,직각의,C,,3.0,8.79,8.79
panico,{Ｏ}【植】キビ（黍）,黍，稷,기장,C,,3.0,8.79,8.79
paniko,"{Ｂ}恐慌, パニック; 【経】恐慌",恐慌,"공황, 패닉; (경제) 공황",C,,3.0,8.79,8.79
panoramo,{Ｏ}パノラマ; 《転》全景,全景,"파노라마, 전경",C,,3.0,8.79,8.79
paradokso,"{Ｏ}【哲】逆説, パラドックス",悖论,"역설, 패러독스",C,,3.0,8.79,8.79
paralela,"{Ｂ}【数】平行の; 並列の, 平行する; 【電】並列の; 【情】パラレルの, >>seria",平行的；并列的；（电/计）并行的,"평행한; 나란한, 병렬의; (전기·정보) 병렬의",C,,3.0,8.79,8.79
parentezo,"{Ｏ}（かっこで囲んだ）挿入句; 【印】かっこ（の組）, >>〜",括号；插入语,괄호; 문장 중간의 삽입어구,C,,3.0,8.79,8.79
pasiva,"{Ｏ}受身の, 消極的な; 【Ｇ】受動の",被动的，消极的；[语] 被动态的,"수동적인, 소극적인; (문법) 피동의",C,,3.0,8.79,8.79
paŭzo,"{Ｂ}（一時的な）中断, 休止, 一時停止, 休憩",暂停，休息,"일시적인 중단, 휴식",C,,3.0,8.79,8.79
pelvo,"{Ｏ}たらい, 洗面器, 水盤; 【解】骨盤",盆；[解] 骨盆,"대야, 세면기; (해부) 골반",C,,3.0,8.79,8.79
pensiono,"{Ｏ}下宿屋, 寮, 寄宿舎",供膳宿的公寓，寄宿处,"하숙집, 기숙사",C,,3.0,8.79,8.79
pikniko,"{Ｏ}野外での食事, 野外パーティー, ピクニック, >>ekskurso",野餐,"야외 식사, 피크닉, 소풍",C,,3.0,8.79,8.79
pilolo,"{Ｏ}【薬】錠剤, 丸薬; 《般》（避妊用の）ピル",药丸；片剂；（常指）避孕药,"알약, 정제; (일반) 피임약",C,,3.0,8.79,8.79
piĵamo,"{Ｏ}【服】パジャマ, >>noktoĉemizo",睡衣,"파자마, 잠옷",C,,3.0,8.79,8.79
pledi,"{Ｏ}［自］（裁判で）弁護する, 弁明する, 弁論する; 《転》弁護する",辩护；辩解；陈词（庭辩）；（转）支持，为…辩护,"재판에서 변호하다, 변론하다; (비유) 옹호하다",C,,3.0,8.79,8.79
podio,"{Ｏ}演壇, ひな壇, 高座, ステージ; 【建】（闘技場・円形劇場の）ひな壇式観覧席",讲台，台座，舞台；（建）阶梯式看台,"연단, 단상, 고좌, 무대; (건축) 계단식 관람석",C,,3.0,8.79,8.79
poento,"{Ｏ}得点, 点数",得分，分数,점수,C,,3.0,8.79,8.79
pokalo,"{Ｏ}（広口で脚つきの）杯（さかずき）, シャンペングラス; トロフィーカップ, 優勝杯",高脚杯；奖杯,"굽이 달린 잔; 우승컵, 트로피",C,,3.0,8.79,8.79
poluri,"{Ｂ}［他］磨く, 研磨する, つやを出す; 《転》洗練する, 推敲する",擦亮，抛光；润色,"윤내다, 광내다; 문장을 다듬다",C,,3.0,8.79,8.79
pozitiva,"{Ｏ}積極的な, 建設的な, 実際的な, 現実的な, 確実な; 肯定的な; 実証的な; （検査で）陽性の; 【電】陽の; 【理】正の, Ｎ極の; 【数】正の; 【写】ポジの; >>〜, ><〜",积极的，肯定的；实际的，确实的；实证的；（检测）阳性的；（电/物/数）正的，N极的；（摄影）正片的,"적극적이고 건설적인; 실제적이고 현실적이며 확실한; 긍정적인; 실증적인; (검사) 양성의; (전기·물리·수학) 양의, N극의; (사진) 포지의",C,,3.0,8.79,8.79
precipe,"{Ｂ}特に, ことに, とりわけ, 中でも, 何よりもまず",特别，尤其,"특히, 무엇보다도",A,,1.0,2.54,2.54
prefikso,"{Ｏ}【Ｇ】接頭辞, >>〜",[语] 前缀,접두사,C,,3.0,8.79,8.79
prezidento,"{Ｂ}大統領, =ŝtatprezidanto, >>prezidanto",总统,대통령,C,,3.0,8.79,8.79
primitiva,"{Ｏ}原始の, 原始的な, 初期の, >>praa",原始的,"원시의, 원시적인; 초기의",C,,3.0,8.79,8.79
produkti,"{Ｂ}［他］生産する, 産出する, 産む, 実らせる; 製作する, 製造する",生产，产出；制造，制作,"생산하다, 산출하다; 제조하다, 만들어 내다",B,,2.0,5.67,5.67
propagando,"{Ｂ}宣伝, 普及, プロパガンダ; 【宗】伝道, 布教",宣传；普及；（宗）传教，布教,"선전, 보급, 프로파간다; (종교) 전도, 포교",C,,3.0,8.79,8.79
proporcio,"{Ｏ}割合, 釣合, 比率; 【数】比例, >>rilatumo",比例，比率；均衡,"비율, 비례; 균형, 비례적 조화",C,,3.0,8.79,8.79
protestanto,"{Ｂ}【キ】プロテスタント, 新教徒 / 抗議者, 異議申立人",新教徒；抗议者，异议提出者,"개신교 신자; 항의자, 이의 제기자",C,,3.0,8.79,8.79
protokolo,"{Ｏ}議事録, 調書, 議定書; 【情】ログ, 運転記録; 【情】プロトコル, 通信規約",议事录，调书，议定书；（信息）日志；通信协议,"의사록, 조서, 의정서; (정보) 로그; 통신 프로토콜",C,,3.0,8.79,8.79
provizi,"{Ｂ}［他］供給する, 支給する, 提供する, 与える; 貯蔵する, たくわえる; 備え付ける, 装備する",供应，供给，提供；储备；装备,"공급하다, 제공하다; 비축하다; 갖춰 두다, 장비하다",C,,3.0,8.79,8.79
provizora,"{Ｏ}仮の, 臨時の, 一時的な, 暫定的な",临时的，一时的；暂定的,"임시의, 일시적인",C,,3.0,8.79,8.79
prunti,{Ｂ}［他］貸し借りする（相手を取れば「貸す」、出所を取れば「借りる」）,借（入或出）,"빌리다, 빌려주다",B,,2.0,5.67,5.67
pseŭdo-,"{Ｂ}［接頭辞］（擬似・類似・準を示す）, =kaŝ-, =ŝajn-, =〜",[前缀] 伪，假；类，准；貌似,"가짜, 거짓, 유사함을 나타내는 접두사",C,,3.0,8.79,8.79
purpuro,"{Ｏ}（赤みがかった）紫色, 赤紫色; 紫衣（王や高僧が身につける）; 【病】紫斑病",紫红色；紫袍（王侯、高僧所穿）；[医] 紫癜,붉은 기가 도는 자주색; 자색 예복; (의학) 자반병,C,,3.0,8.79,8.79
racia,"{Ｂ}理性の; 理性的な; 合理的な, 道理にかなった",理性的，合理的,"이성적인, 합리적인",C,,3.0,8.79,8.79
rakedo,{Ｏ}【運】ラケット,球拍,라켓,C,,3.0,8.79,8.79
redakcio,"{Ｏ}編集部, =redaktejo, =redaktistaro",编辑部,편집부; 편집진,C,,3.0,8.79,8.79
redaktoro,"{Ｏ}編集者, =redaktisto",编辑,편집자,C,,3.0,8.79,8.79
referenco,"{Ｏ}参照, 照合, 参考; 身元保証書; 【情】（変数の）ポインター; （参照用の）基準",参照，参考，对照；推荐证明；（信息）引用（reference）、指针；参照基准,"참조, 대조, 참고; 신원 보증서; (정보) 포인터; 참조 기준",C,,3.0,8.79,8.79
refuti,"{Ｏ}［他］論破する, 反駁（はんぱく）する, 反論する",驳斥,논박하다,C,,3.0,8.79,8.79
registri,"{Ｂ}［他］登録する, 記載する, 記録する, 書留にする; 《転》記憶にとどめる",登记，注册；记录；（邮）挂号寄送；（转）记在心里,"등록하다, 기재하다, 기록하다; (우편) 등기로 부치다; (비유) 기억해 두다",B,,2.0,5.67,5.67
reklamo,"{Ｂ}広告, 宣伝, コマーシャル",广告，宣传；商业广告,"광고, 선전",C,,3.0,8.79,8.79
rekompenci,"{Ｂ}［他］報いる, 褒美を与える, お礼をする, >>premii, >>〜",报答，酬谢；奖赏，酬劳,보답하거나 보상을 주다,C,,3.0,8.79,8.79
respektiva,{Ｏ}それぞれの（各自の）,各自的,"각자의, 각각의",C,,3.0,8.79,8.79
resumi,"{Ｂ}［他］要約する, 概括する",总结，概括,간략히 요약하다,C,,3.0,8.79,8.79
revolucio,"{Ｂ}【政】革命; 《転》大変革, 急変",革命；（转）大变革，剧变,"혁명; (비유) 대변혁, 급변",C,,3.0,8.79,8.79
rezervi,"{Ｂ}［他］取っておく, 残しておく, 蓄える; 予約する, 予約指定する; 保留する, 差し控える",留出，保留，储备；预订，预约；暂缓，保留意见,"남겨 두다, 비축하다; 예약하다; 보류하다, 자제하다",B,,2.0,5.67,5.67
rezolucio,"{Ｏ}（大会などの）決議, 決議文",决议,"결의, 결의문",C,,3.0,8.79,8.79
rubo,"{Ｏ}瓦礫, 残骸; がらくた, くず; 【地質】岩屑（がんせつ）; 【環】=rubaĵo（廃棄物）; 《転》がらくた, 無価値なもの",瓦砾，垃圾，废料；（地质）岩屑；（环境）废弃物；（转）无价值之物,"잔해, 파편; 잡동사니, 부스러기; (지질) 암설; (환경) 폐기물; (비유) 무가치한 것",C,,3.0,8.79,8.79
rubriko,"{Ｏ}（新聞・雑誌の）欄; （書籍の）見出し, 標題; 【キ】ルブリカ（典礼書中に朱書きされた執行規定）",（报刊）栏目；（书籍）标题，标目；（宗）礼规朱字,"신문·잡지의 란; (서적) 표제, 표제어; (종교) 전례 지시문",C,,3.0,8.79,8.79
satano,"{Ｏ}【宗】悪魔, =〜",撒旦，魔鬼,"악마, 마귀",C,,3.0,8.79,8.79
satelito,"{Ｏ}【天】衛星; 人工衛星; 【機】遊星歯車; 《転》衛星国, 衛星都市; 《転》（追従する）手下, 取り巻き",卫星；人造卫星；（机）行星齿轮；（转）卫星国、卫星城市；追随者,"위성, 인공위성; (기계) 유성 기어; (비유) 위성국·위성도시; 추종자",C,,3.0,8.79,8.79
sfero,"{Ｏ}【数】球, 球面; =〜（球体）; 【史】（天体の）軌道; 《転》領域, 範囲, 圏",球，球面，球体；（史）天体轨道；（转）领域，范围，圈子,"구, 구면, 구체; (역사·천문) 천체의 궤도; (비유) 영역, 범위, 권역",C,,3.0,8.79,8.79
